"Method","Uri","Action","Noun","OurCommand","Evidence"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/title","suppress",,"Get-MgDriveItemWorkbookWorksheetChartAxValueAxisTitle","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/title and 'Get-MgDriveItemWorkbookWorksheetChartAxValueAxisTitle' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/title/format","suppress",,"Get-MgDriveItemWorkbookWorksheetChartAxValueAxisTitleFormat","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/title/format and 'Get-MgDriveItemWorkbookWorksheetChartAxValueAxisTitleFormat' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/title/format/font","suppress",,"Get-MgDriveItemWorkbookWorksheetChartAxValueAxisTitleFormatFont","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/title/format/font and 'Get-MgDriveItemWorkbookWorksheetChartAxValueAxisTitleFormatFont' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels","suppress",,"Get-MgDriveItemWorkbookWorksheetChartDataLabel","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels and 'Get-MgDriveItemWorkbookWorksheetChartDataLabel' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format","suppress",,"Get-MgDriveItemWorkbookWorksheetChartDataLabelFormat","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format and 'Get-MgDriveItemWorkbookWorksheetChartDataLabelFormat' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/fill","suppress",,"Get-MgDriveItemWorkbookWorksheetChartDataLabelFormatFill","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/fill and 'Get-MgDriveItemWorkbookWorksheetChartDataLabelFormatFill' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/font","suppress",,"Get-MgDriveItemWorkbookWorksheetChartDataLabelFormatFont","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/font and 'Get-MgDriveItemWorkbookWorksheetChartDataLabelFormatFont' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format","suppress",,"Get-MgDriveItemWorkbookWorksheetChartFormat","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format and 'Get-MgDriveItemWorkbookWorksheetChartFormat' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/fill","suppress",,"Get-MgDriveItemWorkbookWorksheetChartFormatFill","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/fill and 'Get-MgDriveItemWorkbookWorksheetChartFormatFill' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/font","suppress",,"Get-MgDriveItemWorkbookWorksheetChartFormatFont","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/font and 'Get-MgDriveItemWorkbookWorksheetChartFormatFont' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/image","suppress",,"Get-MgDriveItemWorkbookWorksheetChartImage","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/image and 'Get-MgDriveItemWorkbookWorksheetChartImage' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend","suppress",,"Get-MgDriveItemWorkbookWorksheetChartLegend","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend and 'Get-MgDriveItemWorkbookWorksheetChartLegend' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format","suppress",,"Get-MgDriveItemWorkbookWorksheetChartLegendFormat","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format and 'Get-MgDriveItemWorkbookWorksheetChartLegendFormat' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/fill","suppress",,"Get-MgDriveItemWorkbookWorksheetChartLegendFormatFill","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/fill and 'Get-MgDriveItemWorkbookWorksheetChartLegendFormatFill' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/font","suppress",,"Get-MgDriveItemWorkbookWorksheetChartLegendFormatFont","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/font and 'Get-MgDriveItemWorkbookWorksheetChartLegendFormatFont' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSery","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series and 'Get-MgDriveItemWorkbookWorksheetChartSery' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSery","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param} and 'Get-MgDriveItemWorkbookWorksheetChartSery' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryFormat","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format and 'Get-MgDriveItemWorkbookWorksheetChartSeryFormat' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/fill","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryFormatFill","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/fill and 'Get-MgDriveItemWorkbookWorksheetChartSeryFormatFill' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/line","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryFormatLine","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/line and 'Get-MgDriveItemWorkbookWorksheetChartSeryFormatLine' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryPoint","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points and 'Get-MgDriveItemWorkbookWorksheetChartSeryPoint' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryPointFormat","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format and 'Get-MgDriveItemWorkbookWorksheetChartSeryPointFormat' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format/fill","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryPointFormatFill","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format/fill and 'Get-MgDriveItemWorkbookWorksheetChartSeryPointFormatFill' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/$count","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryPointCount","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/$count and 'Get-MgDriveItemWorkbookWorksheetChartSeryPointCount' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/$count","suppress",,"Get-MgDriveItemWorkbookWorksheetChartSeryCount","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/$count and 'Get-MgDriveItemWorkbookWorksheetChartSeryCount' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title","suppress",,"Get-MgDriveItemWorkbookWorksheetChartTitle","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title and 'Get-MgDriveItemWorkbookWorksheetChartTitle' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format","suppress",,"Get-MgDriveItemWorkbookWorksheetChartTitleFormat","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format and 'Get-MgDriveItemWorkbookWorksheetChartTitleFormat' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/fill","suppress",,"Get-MgDriveItemWorkbookWorksheetChartTitleFormatFill","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/fill and 'Get-MgDriveItemWorkbookWorksheetChartTitleFormatFill' unshipped"
"GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/font","suppress",,"Get-MgDriveItemWorkbookWorksheetChartTitleFormatFont","no oracle row for GET /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/font and 'Get-MgDriveItemWorkbookWorksheetChartTitleFormatFont' unshipped"
